<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2026.01.29	5416.06	5598.77	5104.91	5379.63	367227	0	12
2026.01.30	5389.21	5451.06	4682.19	4890.83	441383	0	12
2026.02.02	4809.41	4884.73	4402.95	4660.27	444148	0	15
2026.02.03	4669.06	4993.87	4665.94	4946.48	375290	0	14
2026.02.04	4947.96	5091.85	4849.93	4965.06	327119	0	12
2026.02.05	4976.19	5023.67	4760.07	4777.23	376454	0	12
2026.02.06	4793.42	4971.32	4654.23	4966.19	300026	0	14
2026.02.09	4983.64	5086.60	4965.10	5058.37	261786	0	18
2026.02.10	5063.37	5078.69	4987.84	5024.84	241618	0	12
2026.02.11	5027.64	5119.02	5018.81	5083.74	218322	0	14
2026.02.12	5094.11	5099.86	4878.64	4921.68	226192	0	14
2026.02.13	4924.73	5046.05	4886.03	5042.15	226166	0	0
2026.02.16	5028.97	5053.05	4965.63	4991.72	133488	0	14
2026.02.17	4995.71	5000.84	4842.25	4878.35	281285	0	14
2026.02.18	4876.68	5010.92	4854.30	4976.45	229167	0	12
2026.02.19	4978.11	5022.22	4960.25	4995.85	201614	0	12
2026.02.20	4999.19	5107.96	4981.78	5107.68	212420	0	17
2026.02.23	5107.25	5237.83	5099.18	5227.94	237901	0	17
2026.02.24	5227.14	5249.61	5093.03	5142.22	239903	0	17
2026.02.25	5142.68	5217.59	5120.03	5165.29	220632	0	15
2026.02.26	5166.05	5205.38	5130.39	5184.13	236967	0	17
2026.02.27	5185.80	5280.82	5166.91	5278.30	233488	0	14
2026.03.02	5288.16	5419.17	5260.83	5322.24	327153	0	8
2026.03.03	5324.56	5379.73	4995.97	5088.09	356934	0	14
2026.03.04	5104.95	5206.06	5083.39	5139.91	392938	0	8
2026.03.05	5146.74	5194.93	5051.01	5084.08	420934	0	14
2026.03.06	5092.43	5176.33	5062.63	5172.24	378555	0	14
2026.03.09	5179.42	5197.85	5014.88	5138.92	476588	0	14
2026.03.10	5147.48	5238.56	5117.70	5189.67	376659	0	14
2026.03.11	5189.60	5223.25	5149.05	5176.39	310717	0	14
2026.03.12	5179.07	5191.66	5055.14	5078.73	345799	0	14
2026.03.13	5081.77	5128.31	5009.68	5019.14	349938	0	14
2026.03.16	5006.89	5037.98	4967.44	5004.88	403619	0	14
2026.03.17	5007.81	5044.49	4973.65	5006.11	318685	0	14
2026.03.18	5005.29	5016.34	4806.98	4818.61	385240	0	14
2026.03.19	4831.05	4867.19	4502.54	4649.82	576138	0	14
2026.03.20	4653.77	4735.82	4477.33	4491.67	536265	0	14
2026.03.23	4471.28	4536.42	4098.87	4406.91	713213	0	14
2026.03.24	4413.54	4484.27	4306.03	4473.78	608398	0	14
2026.03.25	4475.53	4602.43	4456.02	4506.51	447326	0	14
2026.03.26	4511.73	4544.50	4351.09	4380.91	485129	0	14
2026.03.27	4392.68	4555.46	4375.56	4493.39	379593	0	14
2026.03.30	4494.38	4580.90	4418.68	4511.66	425823	0	14
2026.03.31	4513.76	4687.28	4482.72	4669.61	430865	0	14
2026.04.01	4673.45	4792.86	4661.68	4758.45	381703	0	12
2026.04.02	4758.38	4800.44	4553.82	4672.24	428604	0	14
2026.04.06	4648.01	4706.59	4600.84	4649.39	317275	0	14
2026.04.07	4650.60	4718.71	4607.60	4705.41	380501	0	14
2026.04.08	4723.45	4857.43	4699.69	4720.38	400560	0	12
2026.04.09	4723.35	4801.12	4698.61	4765.01	315114	0	14
2026.04.10	4769.22	4795.05	4730.57	4747.62	274031	0	14
2026.04.13	4688.49	4750.13	4630.50	4742.85	304185	0	9
2026.04.14	4747.75	4846.27	4745.77	4841.62	281197	0	14
2026.04.15	4842.59	4871.47	4786.29	4791.55	308102	0	14
2026.04.16	4796.69	4838.28	4772.66	4790.08	285940	0	14
2026.04.17	4792.55	4889.53	4767.64	4829.49	295937	0	12
2026.04.20	4792.88	4827.56	4737.01	4820.72	312933	0	12
2026.04.21	4824.37	4833.26	4668.44	4720.43	355331	0	14
2026.04.22	4721.68	4772.28	4715.57	4739.36	275000	0	14
2026.04.23	4745.45	4753.86	4664.25	4695.61	386527	0	14
2026.04.24	4700.60	4740.35	4657.81	4708.15	350346	0	12
2026.04.27	4698.38	4730.01	4667.20	4682.58	302432	0	14
2026.04.28	4684.71	4701.32	4554.77	4595.74	363001	0	14
2026.04.29	4599.28	4610.29	4510.25	4546.05	365299	0	14
2026.04.30	4544.72	4646.79	4539.33	4622.48	356913	0	14
2026.05.01	4629.36	4660.27	4560.29	4614.20	283560	0	14
2026.05.04	4633.26	4637.96	4500.69	4522.16	351046	0	12
2026.05.05	4524.06	4586.63	4513.61	4555.55	261940	0	14
2026.05.06	4559.64	4722.90	4546.30	4691.31	359465	0	14
2026.05.07	4693.63	4764.81	4684.59	4684.81	372661	0	14
2026.05.08	4678.88	4749.35	4678.59	4714.71	319972	0	12
2026.05.11	4682.21	4748.56	4648.11	4735.56	306415	0	12
2026.05.12	4738.05	4773.42	4638.43	4714.97	333061	0	12
2026.05.13	4716.28	4726.73	4669.47	4687.46	305596	0	14
2026.05.14	4692.25	4718.74	4644.34	4650.26	319181	0	14
2026.05.15	4651.49	4665.24	4511.78	4539.38	433811	0	14
2026.05.18	4541.51	4584.19	4480.46	4566.74	412010	0	12
2026.05.19	4569.34	4589.32	4465.00	4482.08	344853	0	14
2026.05.20	4482.73	4552.59	4453.66	4542.89	355341	0	14
2026.05.21	4546.96	4570.74	4488.73	4542.87	362653	0	14
2026.05.22	4543.70	4546.02	4489.90	4509.06	295971	0	12
2026.05.25	4530.75	4580.00	4529.56	4567.74	195048	0	14
2026.05.26	4570.52	4580.27	4482.61	4506.76	282908	0	14
2026.05.27	4536.16	4539.38	4401.48	4455.67	287827	0	12
2026.05.28	4462.40	4516.51	4366.51	4495.69	322880	0	14
2026.05.29	4497.62	4595.30	4489.08	4537.92	281383	0	14
2026.06.01	4538.95	4545.92	4447.71	4485.00	254098	0	14
2026.06.02	4487.26	4541.44	4463.02	4489.50	233136	0	14
2026.06.03	4490.99	4496.82	4426.41	4434.57	278671	0	14
2026.06.04	4439.41	4515.41	4423.87	4474.51	265319	0	14
2026.06.05	4474.95	4481.48	4311.81	4328.92	356623	0	14
2026.06.08	4328.88	4353.35	4268.34	4329.96	384184	0	12
2026.06.09	4331.64	4363.47	4236.77	4260.65	352119	0	12
2026.06.10	4255.71	4257.57	4067.10	4071.88	450783	0	12
2026.06.11	4071.93	4220.00	4023.92	4212.61	462776	0	12
2026.06.12	4213.51	4246.61	4170.26	4219.46	380004	0	12
2026.06.15	4268.53	4369.43	4258.00	4309.54	290751	0	13
2026.06.16	4310.67	4354.89	4305.96	4331.43	275023	0	14
2026.06.17	4334.34	4382.25	4218.98	4256.99	312162	0	12
2026.06.18	4257.44	4329.98	4201.53	4209.12	354328	0	14
2026.06.19	4210.30	4213.51	4121.78	4151.43	224875	0	14
2026.06.22	4144.69	4220.78	4136.51	4190.90	328895	0	14
2026.06.23	4192.52	4198.24	4090.96	4111.37	357337	0	14
2026.06.24	4111.43	4115.15	3959.20	3999.08	436013	0	14
2026.06.25	4004.55	4044.22	3963.49	4026.61	411533	0	14
2026.06.26	4028.22	4095.98	3983.06	4088.89	344639	0	14
2026.06.29	4088.08	4088.14	4048.33	4065.69	39976	0	14
