<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2026.02.06	24338.98	25130.48	24144.88	25012.58	318393	0	40
2026.02.09	25126.48	25340.33	24871.33	25273.33	284741	0	40
2026.02.10	25291.68	25360.13	25112.08	25168.03	262790	0	40
2026.02.11	25177.03	25379.93	24973.83	25204.13	242713	0	40
2026.02.12	25202.98	25338.98	24642.23	24741.93	256223	0	40
2026.02.13	24752.28	24921.18	24505.83	24713.08	320496	0	40
2026.02.16	24753.38	24853.48	24601.68	24680.93	153286	0	40
2026.02.17	24691.08	24821.18	24381.33	24704.43	299767	0	10
2026.02.18	24702.68	25062.18	24636.78	24871.03	254142	0	40
2026.02.19	24881.08	24986.43	24683.13	24768.63	278679	0	40
2026.02.20	24768.68	25078.33	24620.13	25018.73	278940	0	40
2026.02.23	24990.08	25004.68	24610.93	24731.03	270451	0	40
2026.02.24	24748.78	25023.03	24643.23	24967.98	248495	0	40
2026.02.25	24967.58	25443.38	24943.33	25409.38	218925	0	40
2026.02.26	25351.28	25369.48	24816.53	24986.68	256858	0	40
2026.02.27	24977.68	25057.33	24741.43	24917.18	286416	0	40
2026.03.02	24681.38	25061.03	24439.08	24955.83	331725	0	40
2026.03.03	24971.88	24972.18	24315.33	24674.58	388895	0	40
2026.03.04	24658.98	25181.43	24464.58	25097.18	365119	0	40
2026.03.05	25126.98	25208.58	24741.53	24972.93	368291	0	40
2026.03.06	24985.98	25110.23	24576.73	24637.38	351945	0	40
2026.03.09	24404.88	25025.13	23977.28	24939.78	387988	0	40
2026.03.10	24931.28	25190.53	24806.58	24978.88	350341	0	40
2026.03.11	24978.38	25154.13	24849.43	24922.63	291314	0	40
2026.03.12	24910.78	24915.68	24495.78	24547.73	315505	0	40
2026.03.13	24551.18	24787.13	24323.08	24324.58	315196	0	40
2026.03.16	24292.28	24799.93	24286.28	24637.43	304121	0	40
2026.03.17	24640.08	24882.13	24505.28	24792.83	265057	0	40
2026.03.18	24784.88	24982.38	24350.28	24385.88	253070	0	40
2026.03.19	24393.88	24500.28	24103.93	24399.43	333718	0	40
2026.03.20	24430.68	24443.18	23760.03	23994.38	301568	0	40
2026.03.23	23759.38	24551.28	23562.78	24187.73	432406	0	40
2026.03.24	24187.98	24324.98	23922.03	24193.28	392167	0	40
2026.03.25	24239.58	24329.58	24077.23	24157.83	334720	0	40
2026.03.26	24142.68	24212.98	23561.08	23619.78	340954	0	40
2026.03.27	23637.28	23780.58	23056.88	23077.48	340298	0	40
2026.03.30	22988.98	23390.58	22841.48	22919.23	364218	0	40
2026.03.31	22944.78	23790.63	22783.78	23716.63	391431	0	40
2026.04.01	23705.98	24166.63	23700.88	24006.93	333675	0	40
2026.04.02	23999.08	24084.73	23489.68	24039.13	352104	0	40
2026.04.03	24031.18	24080.78	23932.78	23949.28	69004	0	40
2026.04.06	23879.88	24278.73	23809.58	24173.33	283032	0	40
2026.04.07	24176.58	24282.58	23772.33	24232.58	317056	0	40
2026.04.08	24402.58	25086.88	24207.98	24868.33	331747	0	20
2026.04.09	24871.28	25096.98	24781.48	25064.23	280212	0	40
2026.04.10	25067.88	25227.93	25028.53	25161.03	254310	0	40
2026.04.13	24819.48	25419.78	24759.23	25418.58	274159	0	40
2026.04.14	25405.28	25836.53	25398.98	25826.28	219214	0	40
2026.04.15	25817.38	26214.08	25772.08	26193.43	244781	0	40
2026.04.16	26192.78	26401.43	26116.03	26305.58	241800	0	40
2026.04.17	26293.18	26722.48	26289.03	26679.88	244608	0	40
2026.04.20	26421.28	26668.98	26384.28	26619.43	276365	0	40
2026.04.21	26617.48	26747.03	26397.73	26579.93	253765	0	40
2026.04.22	26585.28	26981.08	26581.78	26954.28	247223	0	40
2026.04.23	26925.88	27005.33	26531.73	26798.88	319376	0	40
2026.04.24	26860.68	27319.48	26860.58	27296.83	290140	0	40
2026.04.27	27265.08	27406.73	27164.73	27282.28	265348	0	40
2026.04.28	27300.48	27377.58	26875.88	27055.68	310810	0	40
2026.04.29	27082.18	27275.38	26986.48	27023.68	289329	0	40
2026.04.30	27093.28	27491.78	27033.03	27467.88	361867	0	40
2026.05.01	27488.08	27788.83	27408.98	27659.88	254966	0	40
2026.05.04	27788.28	27848.03	27499.23	27626.18	316508	0	40
2026.05.05	27657.28	28118.08	27615.13	28091.33	250850	0	40
2026.05.06	28130.48	28678.98	28130.48	28585.73	329282	0	40
2026.05.07	28551.98	28827.13	28436.63	28521.78	323631	0	40
2026.05.08	28466.18	29267.78	28455.38	29217.93	284132	0	40
2026.05.11	29201.08	29371.03	29119.18	29287.98	317824	0	40
2026.05.12	29307.78	29350.68	28637.08	29031.83	335377	0	40
2026.05.13	29031.78	29459.23	28953.28	29428.38	318100	0	40
2026.05.14	29432.48	29676.93	29343.48	29574.28	325421	0	40
2026.05.15	29572.68	29625.98	28988.63	29088.63	398509	0	40
2026.05.18	29094.88	29322.68	28717.68	28983.53	422127	0	40
2026.05.19	29024.78	29091.48	28567.43	28798.88	399894	0	40
2026.05.20	28838.68	29304.88	28707.98	29197.78	371644	0	40
2026.05.21	29170.58	29461.83	29023.28	29361.18	345798	0	40
2026.05.22	29363.28	29669.63	29355.58	29454.23	314604	0	40
2026.05.25	29663.28	29918.28	29659.78	29871.73	138247	0	40
2026.05.26	29857.78	30045.48	29671.18	29970.58	292772	0	40
2026.05.27	29992.58	30307.68	29809.13	30047.78	306786	0	40
2026.05.28	30048.08	30267.93	29696.08	30232.28	328065	0	40
2026.05.29	30251.78	30461.53	30137.53	30324.78	291773	0	40
2026.06.01	30375.08	30633.23	30231.28	30464.13	299804	0	40
2026.06.02	30462.78	30709.88	30263.03	30694.38	297416	0	40
2026.06.03	30678.48	30759.93	30426.33	30444.33	315820	0	40
2026.06.04	30402.98	30545.53	30097.83	30353.93	373157	0	40
2026.06.05	30338.88	30358.28	28726.08	28775.88	392464	0	40
2026.06.08	28791.38	29701.68	28775.38	29393.63	444160	0	40
2026.06.09	29414.68	29807.93	28189.33	29099.88	418380	0	40
2026.06.10	29038.48	29213.53	28375.28	28425.28	447520	0	40
2026.06.11	28421.98	29508.33	28233.08	29400.73	422196	0	40
2026.06.12	29421.28	29734.53	29204.23	29658.63	369292	0	40
2026.06.15	29954.78	30590.43	29945.38	30510.18	314098	0	40
2026.06.16	30591.43	30653.13	29945.63	29970.93	351198	0	40
2026.06.17	30022.18	30252.53	29591.63	29804.43	333453	0	40
2026.06.18	29818.33	30466.23	29767.68	30404.73	368087	0	40
2026.06.19	30441.48	30456.88	30071.78	30341.63	190981	0	40
2026.06.22	30267.08	30652.33	30023.98	30355.98	364297	0	40
2026.06.23	30356.98	30388.28	29266.93	29440.93	432820	0	40
2026.06.24	29474.98	29848.38	28957.33	29780.28	429555	0	40
2026.06.25	29817.18	29956.48	28993.23	29456.73	375042	0	40
2026.06.26	29449.38	29588.58	28859.38	28995.48	417913	0	40
2026.06.29	28997.98	29393.08	28997.98	29148.38	41634	0	40
